,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,averageListingPrice,alp_allsf
2004-01-31,3,111,1,1,49,17,6,202,4,1,0,1,17,22,0,4,253,7,0,40,149,408,0,45,0,41,2,12,15,1,10,0,41,0,17,63,219,150,10,,
2004-02-29,2,156,0,1,45,19,3,196,12,0,0,2,19,34,0,3,218,3,4,38,122,254,0,20,0,33,2,17,10,0,5,2,42,0,23,66,186,107,19,,
2004-03-31,2,173,2,0,44,34,1,179,15,4,0,0,17,31,0,2,212,14,3,64,177,277,0,32,0,37,1,20,11,1,9,0,56,0,10,71,191,155,17,,
2004-04-30,1,151,1,1,67,23,4,171,7,3,0,1,26,24,0,1,218,2,6,40,146,386,0,43,0,48,0,12,7,0,4,0,61,0,16,62,172,117,15,,
2004-05-31,0,166,2,0,54,49,3,174,11,1,0,1,23,24,0,5,246,16,4,38,165,338,0,72,0,44,2,19,4,1,10,0,48,0,17,82,177,123,20,,
2004-06-30,0,138,1,1,66,15,1,125,13,3,1,0,19,30,0,0,250,4,5,33,149,357,0,50,0,41,4,15,8,1,7,1,44,0,15,47,156,102,10,,
2004-07-31,2,141,0,1,61,13,5,187,3,5,0,2,24,35,0,4,246,3,6,35,171,302,0,30,0,46,7,16,10,0,11,0,32,0,14,82,185,104,17,,
2004-08-31,4,170,1,0,71,28,3,194,9,2,2,2,25,19,1,3,221,16,2,29,161,366,1,30,0,45,1,16,9,1,3,0,50,0,21,61,194,120,13,,
2004-09-30,2,141,0,0,63,8,3,153,6,0,0,3,25,15,0,1,211,4,4,35,157,229,0,42,0,34,3,19,5,0,7,2,47,0,10,85,214,83,9,,
2004-10-31,2,143,1,1,76,10,2,124,11,0,0,2,25,18,0,4,229,7,2,40,158,250,0,52,0,58,1,15,11,2,2,1,46,0,14,74,198,79,16,,
2004-11-30,2,144,1,0,44,13,5,125,6,0,0,1,25,27,0,2,204,1,5,36,190,225,0,44,0,44,1,13,7,0,5,4,51,0,19,66,208,76,16,,
2004-12-31,3,127,0,0,48,8,3,100,7,1,0,0,22,17,0,3,213,7,12,46,156,189,0,69,0,34,1,21,6,0,10,3,47,0,10,61,190,67,16,,
2005-01-31,1,111,2,1,73,26,2,137,9,5,0,1,22,22,0,4,214,9,19,22,174,240,0,52,0,48,0,17,7,0,2,1,43,0,17,50,257,82,17,,
2005-02-28,1,129,0,0,59,21,3,157,12,1,0,0,15,19,0,1,195,4,10,38,142,268,0,62,0,34,0,11,5,1,4,0,38,0,7,59,197,84,14,,
2005-03-31,3,136,1,0,71,27,11,195,7,0,0,4,24,27,0,1,196,6,8,58,160,259,1,30,0,32,3,14,7,2,8,0,49,0,8,63,220,122,22,,
2005-04-30,1,131,0,0,69,12,2,157,18,4,0,0,19,28,3,1,202,9,5,44,199,284,0,29,0,37,3,12,7,0,7,0,44,0,13,79,201,100,20,,
2005-05-31,0,141,1,2,73,15,2,128,13,1,0,0,21,37,0,3,235,3,5,44,160,259,0,23,0,32,2,12,10,2,9,1,42,0,12,77,213,102,10,,
2005-06-30,0,126,1,0,79,16,2,127,8,2,1,2,15,26,2,3,245,5,3,47,175,234,0,17,0,30,4,10,8,0,9,0,47,0,10,63,151,90,16,,
2005-07-31,4,143,3,1,61,12,2,92,7,1,0,0,20,18,0,5,239,9,6,45,137,226,0,25,0,48,1,10,9,0,1,0,49,0,9,76,190,87,15,,
2005-08-31,2,122,1,1,80,11,5,121,7,0,2,2,11,21,0,4,277,5,10,23,162,226,0,19,0,60,1,8,7,1,6,2,43,0,11,71,194,81,9,,
2005-09-30,5,134,0,2,85,17,4,114,7,1,1,2,15,22,2,4,228,9,4,49,162,231,0,35,0,42,8,13,7,0,4,0,34,0,13,59,187,88,13,,
2005-10-31,1,181,0,1,48,6,0,143,8,1,1,0,20,14,0,3,189,10,0,66,183,312,1,14,0,68,4,16,13,0,6,0,59,0,8,75,209,100,26,,
2005-11-30,3,141,2,0,37,8,2,110,9,0,0,1,23,26,0,2,189,16,0,58,164,235,0,29,0,41,2,11,8,0,3,1,34,0,5,57,234,77,18,,
2005-12-31,2,142,1,0,41,6,2,99,7,5,0,0,21,29,0,1,204,8,0,50,139,202,0,11,0,42,0,13,6,0,3,1,41,0,15,63,165,79,15,,
2006-01-31,1,139,1,1,45,14,1,165,4,1,1,1,33,25,0,2,201,1,3,54,152,278,0,14,16,44,2,8,8,1,8,1,43,0,13,72,73,88,18,,
2006-02-28,0,138,3,0,55,9,4,186,9,3,0,3,17,22,0,2,199,3,2,37,148,267,0,54,6,39,2,8,8,1,2,0,39,0,16,82,70,88,16,,
2006-03-31,1,149,0,0,65,19,1,167,9,0,0,2,22,35,0,0,202,1,2,47,137,256,0,60,5,63,3,18,7,2,5,0,54,0,14,66,63,94,13,,
2006-04-30,2,142,0,0,64,18,1,191,5,3,1,2,17,15,0,4,220,2,2,49,138,267,0,52,9,49,1,17,6,0,4,0,49,0,7,73,79,101,18,,
2006-05-31,2,173,1,1,65,10,2,128,7,3,0,2,28,20,1,2,208,2,2,47,162,244,0,43,12,52,0,12,8,1,6,1,56,0,11,69,82,78,11,,
2006-06-30,2,154,2,0,61,9,3,122,7,0,1,3,12,23,0,5,212,17,5,44,145,221,0,43,9,71,4,18,9,0,9,2,27,0,9,63,90,96,20,,
2006-07-31,3,154,1,1,63,11,1,178,9,2,0,4,27,37,0,4,226,13,12,28,137,231,1,66,8,57,2,23,8,0,6,2,66,0,16,73,108,92,18,,
2006-08-31,1,138,0,2,69,13,6,235,14,1,0,1,23,36,1,4,267,8,7,43,149,254,1,46,9,64,1,17,10,1,8,0,50,0,18,63,109,109,22,,
2006-09-30,0,172,1,0,54,20,1,145,12,4,0,2,19,26,0,2,239,5,0,49,159,192,0,48,11,62,3,17,7,0,6,0,37,0,15,90,84,82,20,,
2006-10-31,5,177,0,0,58,17,5,161,6,2,2,0,15,32,0,2,218,8,1,62,173,243,0,47,10,44,0,25,8,0,6,2,40,0,17,91,73,106,8,,
2006-11-30,2,109,0,1,78,21,4,140,7,2,0,3,21,22,0,0,175,6,1,54,156,222,0,70,11,46,4,10,5,0,5,1,39,0,16,71,89,83,15,,
2006-12-31,1,111,2,0,72,10,2,119,14,3,0,0,27,27,0,1,168,7,0,40,158,197,0,48,15,47,2,9,6,0,4,0,50,0,13,62,74,60,12,,
2007-01-31,1,126,0,1,44,12,2,156,11,3,1,0,39,25,0,4,199,9,0,35,156,262,0,83,7,57,2,13,10,1,4,1,63,0,19,78,57,103,27,,
2007-02-28,1,132,0,1,40,23,4,175,12,0,0,3,24,28,1,3,166,11,2,36,140,241,0,95,9,50,0,19,7,0,4,2,60,0,18,71,65,110,17,,
2007-03-31,2,137,0,1,48,15,2,141,17,1,0,1,24,21,0,4,201,12,2,56,146,256,0,81,10,39,2,22,7,0,8,5,43,0,12,81,56,111,15,,
2007-04-30,1,154,0,0,34,12,2,133,14,3,0,0,26,18,0,4,189,16,0,38,129,216,0,47,5,52,0,16,7,0,7,1,39,0,14,75,52,98,15,,
2007-05-31,3,143,0,0,51,8,1,93,13,1,0,4,24,27,0,5,204,22,10,57,142,249,0,51,9,40,2,22,2,1,10,3,47,0,18,72,43,91,20,,
2007-06-30,2,132,0,1,42,24,3,92,13,1,0,2,33,28,0,3,244,9,14,39,166,216,0,59,8,48,4,19,8,0,5,0,57,0,25,62,71,82,18,,
2007-07-31,2,179,1,0,41,12,1,103,16,2,0,3,21,11,0,3,214,12,0,41,152,194,0,80,9,77,0,10,12,1,2,0,42,0,15,83,65,94,9,,
2007-08-31,1,157,0,0,59,17,3,98,18,6,0,1,13,25,0,3,223,12,2,40,174,199,0,42,18,61,0,11,7,0,2,2,48,0,13,53,99,89,13,,
2007-09-30,3,133,3,0,28,28,3,130,10,3,0,1,19,24,0,2,243,11,9,36,128,250,0,56,14,53,0,15,5,0,5,1,43,0,13,75,103,84,15,,
2007-10-31,1,155,1,4,42,23,4,152,15,6,1,2,36,30,0,5,217,15,6,52,132,246,0,55,3,48,1,22,4,1,5,2,50,0,14,74,84,95,22,,
2007-11-30,2,139,0,1,55,17,8,154,17,3,0,3,21,23,0,2,217,11,2,36,138,285,0,41,15,47,2,12,11,1,1,1,44,0,10,86,72,116,14,,
2007-12-31,0,150,0,0,60,11,4,121,12,1,0,3,25,23,0,4,185,16,3,45,152,213,0,50,6,49,2,15,7,1,4,1,46,0,10,53,63,95,15,,
2008-01-31,0,139,0,0,46,22,3,170,13,4,0,0,22,21,0,4,237,9,1,53,143,283,0,59,7,58,0,23,5,0,3,0,58,0,32,80,92,127,20,,
2008-02-29,1,133,0,0,31,16,4,149,12,1,1,2,25,31,0,2,185,18,8,42,153,287,0,33,6,44,0,10,7,0,4,1,35,0,11,55,69,80,12,,
2008-03-31,2,194,0,2,44,8,2,171,11,4,0,2,23,14,1,4,233,21,0,35,142,335,0,23,4,53,0,19,16,0,6,2,55,0,11,75,67,112,21,,
2008-04-30,1,152,2,0,34,7,2,137,10,5,1,2,25,26,0,5,250,14,2,45,138,282,0,43,11,67,0,7,17,1,3,0,56,0,10,78,74,61,12,,
2008-05-31,0,180,0,3,52,18,4,117,10,0,1,0,18,18,0,5,238,15,0,54,153,296,0,61,6,67,0,19,7,0,3,1,43,0,13,72,88,59,20,,
2008-06-30,1,142,1,1,29,6,2,105,7,4,0,2,19,26,0,4,209,13,0,24,122,293,0,27,4,52,4,14,6,1,1,0,45,0,9,77,51,70,14,,
2008-07-31,1,191,2,2,69,25,5,130,18,1,0,2,18,19,0,7,221,17,0,38,144,328,0,106,9,65,3,14,12,0,6,3,45,0,18,60,67,84,13,,
2008-08-31,1,161,0,1,39,21,2,133,16,2,0,0,17,29,2,3,231,9,6,35,139,283,0,86,5,62,0,22,7,0,3,3,56,0,12,64,78,75,21,,
2008-09-30,5,185,0,1,70,8,8,160,17,0,2,2,16,34,2,8,257,11,4,37,147,401,0,69,6,45,2,13,7,1,7,0,47,0,10,71,76,72,25,,
2008-10-31,0,170,1,1,68,11,6,167,15,2,0,2,24,20,0,4,258,12,1,35,176,398,0,36,10,44,8,24,4,0,7,0,53,0,16,97,81,76,22,,
2008-11-30,3,154,0,0,54,34,6,117,15,2,0,3,23,23,0,4,219,13,0,43,151,284,0,83,5,57,2,17,8,0,3,3,46,0,18,73,54,76,12,,
2008-12-31,0,118,0,0,35,13,5,116,14,2,1,0,25,24,0,2,234,12,1,42,141,313,0,81,9,45,0,13,4,0,9,0,49,0,11,74,84,59,18,,
2009-01-31,3,189,0,0,42,22,5,173,12,1,1,3,24,22,0,6,208,6,8,32,149,425,0,160,6,41,1,23,6,0,9,2,41,0,18,68,86,75,14,,
2009-02-28,1,142,0,0,35,25,8,147,12,3,0,1,19,25,1,4,167,13,4,29,123,318,0,124,8,58,1,20,6,0,10,0,45,0,9,58,59,70,24,,
2009-03-31,0,132,0,0,44,21,11,144,8,2,0,2,18,28,3,5,214,6,2,43,146,356,0,131,8,41,12,20,6,0,9,0,53,0,18,61,44,67,23,,
2009-04-30,1,178,0,2,37,23,4,112,17,1,0,1,46,18,0,6,198,13,1,27,116,321,0,87,4,47,10,31,7,0,3,0,51,0,17,103,39,71,16,,
2009-05-31,0,169,0,0,39,30,6,110,10,0,0,0,31,27,3,6,203,13,2,33,133,299,0,73,6,55,6,21,12,0,6,0,52,0,17,70,46,82,13,,
2009-06-30,0,134,0,1,41,15,4,106,11,3,1,3,28,33,0,3,190,14,0,34,126,304,0,50,5,66,12,13,5,0,6,0,38,0,9,71,60,68,12,,
2009-07-31,1,136,1,1,46,21,5,90,13,0,1,0,17,15,1,6,230,12,1,24,146,279,0,83,8,46,4,20,5,0,6,0,45,0,19,65,67,77,15,705870.231092,839967.798809
2009-08-31,0,137,0,0,37,15,7,113,5,3,1,4,31,28,0,10,256,7,0,25,133,279,0,58,6,40,4,20,13,0,4,4,57,0,10,84,60,94,17,678827.080952,832936.293889
2009-09-30,2,144,0,0,35,19,6,158,5,2,0,2,18,23,0,3,263,6,2,35,123,331,0,46,7,50,5,15,6,1,9,1,53,0,12,84,64,80,10,674088.002941,840157.314425
2009-10-31,1,170,3,0,29,16,7,117,6,1,0,5,25,24,0,7,194,8,4,38,149,285,0,44,4,38,4,29,9,0,6,1,57,0,31,103,69,82,11,680270.735385,842552.758976
2009-11-30,1,146,0,1,41,30,8,109,6,2,0,0,14,14,1,7,257,2,5,37,129,282,0,69,4,42,6,16,14,2,6,1,50,0,11,79,94,66,23,687973.630952,799485.480018
2009-12-31,1,139,2,0,38,20,5,131,7,4,1,2,14,23,0,9,222,2,5,29,126,266,0,72,9,38,10,11,9,0,9,1,47,0,15,85,78,64,8,725312.9125,795524.36458
2010-01-31,4,124,0,1,43,21,4,155,4,0,1,2,17,23,1,6,261,6,10,41,116,291,0,60,12,43,10,18,17,2,9,1,47,0,12,82,68,76,13,719849.177451,799755.408562
2010-02-28,2,137,0,0,27,27,8,108,7,4,1,1,19,17,0,3,228,4,16,41,124,275,0,39,3,31,4,17,4,0,5,2,46,0,11,72,55,59,10,689961.458333,817236.078839
2010-03-31,1,131,0,0,35,16,7,135,5,1,1,1,12,20,0,2,232,12,2,54,132,265,0,51,6,41,4,19,7,0,11,1,55,0,11,75,50,72,11,688148.97619,824988.104176
2010-04-30,2,103,0,0,35,25,8,92,8,1,0,2,11,31,0,1,241,8,1,42,123,262,0,64,4,26,3,18,6,0,6,1,50,0,12,85,47,82,13,678317.183333,805977.4896
2010-05-31,1,165,0,2,35,18,9,137,11,0,0,0,12,32,0,4,255,10,1,42,170,292,0,51,8,49,6,22,5,0,10,3,66,0,11,90,33,104,24,687993.116667,799984.577725
2010-06-30,3,154,0,0,40,17,9,145,10,2,0,0,9,13,0,2,199,6,2,44,164,232,0,64,4,36,4,24,12,0,8,0,51,0,3,86,71,64,15,748523.443452,806837.918539
2010-07-31,1,126,0,0,30,16,4,94,10,2,0,4,15,22,0,5,231,6,0,38,166,245,0,39,4,50,9,19,10,1,7,0,64,0,5,75,42,74,20,751998.716667,801830.715747
2010-08-31,0,144,1,0,34,30,5,119,6,1,0,5,7,24,0,4,280,3,2,43,158,236,0,62,1,57,5,17,13,0,11,1,74,0,10,78,41,83,22,714805.1875,792779.730019
2010-09-30,3,145,1,1,25,14,5,99,5,2,0,4,7,18,0,4,239,8,0,51,175,230,0,72,4,41,5,30,9,0,9,0,59,0,18,84,40,84,13,706893.583333,805746.692038
2010-10-31,1,168,0,2,30,25,7,126,12,2,0,1,9,21,0,6,226,2,0,43,161,245,0,79,2,53,3,27,4,0,8,1,73,0,14,75,30,72,19,659015.65,782985.547067
2010-11-30,3,139,0,0,32,7,9,97,13,1,0,1,12,27,0,4,223,5,2,41,160,235,0,86,8,39,6,21,11,0,8,0,52,0,4,79,45,74,20,679298.291667,790017.730969
2010-12-31,2,118,1,0,36,15,8,79,13,2,0,3,6,21,1,6,278,5,5,41,144,254,0,107,8,32,6,28,6,0,7,1,50,0,15,65,50,101,11,692760.892857,808427.865972
2011-01-31,1,147,1,1,28,17,13,116,10,1,0,0,14,22,0,2,251,6,1,34,174,310,0,100,9,45,5,24,9,0,9,0,61,0,11,73,33,85,18,691619.206667,789334.96395
2011-02-28,3,126,1,0,19,17,9,93,8,2,0,4,5,28,0,4,261,5,1,25,144,216,0,79,4,45,5,18,8,1,9,1,42,0,8,78,33,70,7,722972.080357,803504.345468
2011-03-31,2,148,0,0,29,15,3,83,17,1,1,0,9,32,0,5,267,6,1,24,155,296,0,81,4,30,8,13,13,0,6,3,50,0,11,84,66,73,15,766458.888889,814978.741483
2011-04-30,2,161,1,2,24,14,9,76,13,5,1,2,7,17,0,6,245,3,1,56,175,226,0,39,4,40,2,25,10,0,9,1,64,0,5,88,41,79,18,758936.607143,797698.935579
2011-05-31,2,123,1,0,20,18,10,71,11,2,0,0,12,33,0,3,269,5,2,49,200,205,0,45,5,34,2,16,11,0,8,0,87,0,7,64,46,88,18,641076.885417,811292.044726
2011-06-30,2,143,0,2,40,11,5,77,9,1,0,1,10,15,0,3,279,5,3,43,203,239,0,71,4,62,6,24,15,0,11,4,59,0,5,75,52,69,18,628022.102183,822718.526942
2011-07-31,0,128,0,2,47,19,4,65,13,0,0,2,14,21,0,0,303,7,1,44,212,241,0,81,4,42,10,18,6,1,9,0,67,0,5,76,31,85,21,610150.130952,813364.783879
2011-08-31,2,132,0,2,40,16,9,82,9,0,0,2,11,24,0,4,277,1,3,55,183,219,0,36,5,68,15,13,8,0,9,1,55,0,13,62,50,80,15,624234.559524,794729.656331
2011-09-30,3,143,0,0,53,13,8,84,11,0,1,3,9,24,1,6,262,4,0,47,212,223,0,38,6,48,4,19,9,0,15,1,85,0,10,68,69,78,23,629105.327778,807164.571172
2011-10-31,1,149,1,0,32,8,7,85,6,0,0,3,4,25,0,3,318,2,0,41,181,224,0,41,5,47,14,25,6,0,11,1,59,0,11,69,97,108,18,636377.987778,835819.861045
2011-11-30,2,144,1,1,35,8,5,73,6,2,0,1,6,28,0,2,281,4,0,33,186,192,0,26,9,48,7,24,17,0,11,0,54,0,5,68,87,62,15,656929.943452,859091.258315
2011-12-31,1,137,1,0,37,10,5,75,5,2,0,2,8,32,0,9,335,2,1,38,176,168,0,20,10,56,6,15,10,2,9,1,61,0,14,69,70,63,17,613303.775,870910.491839
2012-01-31,6,141,0,5,44,5,10,73,6,3,1,0,7,26,0,4,261,4,0,48,172,256,0,21,10,44,7,31,9,2,14,1,63,0,12,86,71,76,14,596862.083333,876164.934623
2012-02-29,2,153,0,2,36,9,8,72,7,3,0,3,3,26,0,7,272,4,1,44,175,191,0,20,5,31,4,17,8,2,12,0,52,0,11,85,78,76,18,606333.458333,873731.63206
2012-03-31,0,161,0,2,36,7,5,107,11,3,0,4,6,28,0,6,264,0,0,44,183,220,0,16,6,52,3,28,10,0,9,0,69,0,13,89,72,73,11,737608.093333,889956.812619
2012-04-30,3,138,0,2,42,14,3,55,7,2,0,3,10,28,0,2,262,6,0,55,186,245,0,22,4,41,6,24,13,0,10,3,33,0,10,95,64,69,12,624665.795833,836467.176081
2012-05-31,0,158,0,0,74,12,7,64,2,2,1,0,13,26,0,5,326,5,1,60,200,193,0,40,5,47,12,23,9,0,17,2,65,0,18,67,48,82,19,747970.196429,926146.652778
2012-06-30,1,152,0,1,55,2,6,65,14,0,2,0,5,28,0,3,343,4,0,33,182,172,0,36,3,47,12,23,13,0,8,0,63,0,11,89,76,63,18,725493.418333,939744.493942
2012-07-31,1,152,0,1,59,4,4,59,5,3,2,2,18,23,0,2,303,3,1,52,179,208,0,17,6,50,2,20,13,0,7,0,56,0,12,82,74,63,32,701446.202381,945962.614494
2012-08-31,3,172,1,1,47,5,7,88,5,0,0,9,11,26,1,3,362,3,0,48,176,215,0,15,8,61,12,18,8,0,12,3,63,0,12,86,107,86,23,695927.273611,908610.162801
2012-09-30,1,164,1,1,52,10,4,41,6,1,0,3,4,27,0,1,348,5,1,58,187,175,0,17,3,48,7,28,11,0,10,4,55,0,6,102,71,82,19,647078.4,882091.20914
2012-10-31,2,177,0,2,62,6,6,83,13,1,1,2,14,31,1,4,330,6,2,62,193,222,0,38,5,67,9,29,14,0,7,2,61,0,13,125,56,106,31,631142.666667,870144.797439
2012-11-30,3,181,0,0,55,15,5,66,11,0,0,2,7,30,1,3,309,2,0,36,195,200,0,44,5,39,5,27,14,0,19,1,55,0,10,90,66,85,14,751774.25,952160.831581
2012-12-31,0,163,0,1,53,15,9,70,12,2,0,5,16,33,0,3,231,2,0,45,186,214,0,47,7,53,8,21,11,0,12,2,64,0,10,67,67,86,20,721293.590476,968538.823472
2013-01-31,7,135,0,0,57,8,7,79,10,0,0,2,13,33,0,3,290,7,1,46,223,235,0,36,6,56,6,23,10,0,22,0,56,0,16,68,66,87,15,658429.271429,954550.930357
2013-02-28,3,166,0,0,30,10,10,91,16,2,0,2,8,27,0,2,343,3,0,57,226,240,0,75,6,76,9,27,9,0,4,3,38,0,12,65,54,95,22,713934.125,974533.54494
2013-03-31,3,167,0,3,45,15,8,78,16,2,0,2,15,34,0,9,359,3,0,55,260,214,0,38,4,47,6,28,6,2,13,0,58,0,15,95,52,93,27,719399.283333,1001299.02455
2013-04-30,1,168,0,2,43,13,3,99,10,2,0,4,10,31,2,5,376,4,0,41,248,232,0,41,8,57,6,34,6,0,11,1,61,0,12,86,61,99,12,713999.729167,912170.334903
2013-05-31,2,203,1,2,50,16,7,94,22,2,1,5,15,23,1,9,287,5,0,42,245,257,0,47,7,63,6,35,8,0,16,2,51,0,5,82,73,105,28,859344.5625,966880.992459
2013-06-30,1,189,0,1,47,15,7,101,15,0,0,2,10,23,0,6,337,2,1,52,242,203,0,31,7,86,3,37,13,0,12,1,60,0,12,61,66,79,37,807412.805556,903603.869709
2013-07-31,2,174,0,1,72,9,7,94,12,1,0,2,16,28,0,6,421,7,0,37,269,243,0,52,8,76,3,26,2,0,19,1,47,0,11,65,57,71,30,949644.196429,1033300.61576
2013-08-31,2,160,0,1,49,11,5,80,9,2,0,0,16,37,0,9,327,4,0,51,233,274,0,25,6,74,1,35,13,0,18,0,54,0,14,67,81,103,24,916704.528571,1077455.6965
2013-09-30,1,193,0,0,56,5,8,79,12,1,0,3,18,38,0,5,476,4,0,45,233,205,0,16,7,64,2,28,11,1,14,0,84,0,9,83,76,85,12,924293.840476,1128529.52338
2013-10-31,2,178,0,1,58,6,7,90,13,3,0,3,7,35,0,10,383,1,0,56,228,239,0,31,8,51,0,21,9,0,14,1,73,0,12,75,78,94,27,1031547.65139,1140661.76127
2013-11-30,3,154,0,1,55,12,7,77,14,1,0,2,5,31,1,5,384,1,0,66,222,231,0,41,5,42,7,15,9,3,18,4,73,0,20,67,69,95,24,998182.210845,1126647.07749
2013-12-31,2,136,0,2,57,10,5,74,14,4,2,2,11,41,0,10,282,1,1,52,189,189,0,36,5,42,2,15,8,1,14,1,31,0,13,132,79,72,26,914919.476923,1116478.12714
2014-01-31,9,159,0,0,65,17,4,91,10,0,0,5,12,30,0,6,346,4,1,70,237,259,0,37,0,44,2,20,16,0,17,0,55,0,5,93,61,118,32,1082520.67857,1067722.65179
2014-02-28,3,121,0,1,45,21,6,85,13,1,1,5,10,27,0,4,262,3,0,55,185,236,0,41,0,36,4,10,12,0,17,1,56,1,6,57,54,82,10,953367.597619,1059731.369
2014-03-31,0,170,0,1,70,9,7,79,11,0,0,4,4,38,0,5,373,0,0,74,230,254,0,18,0,44,6,20,15,0,12,0,69,0,14,54,68,85,20,1094747.65714,1133453.71586
2014-04-30,2,143,0,4,54,9,9,60,18,3,0,4,10,40,0,5,367,2,0,59,214,270,0,9,0,54,7,30,11,0,12,1,56,0,11,67,70,81,14,993721.153409,1165031.96494
2014-05-31,3,162,1,1,57,7,5,59,12,0,0,3,7,40,0,3,245,2,0,100,194,250,0,5,0,48,2,27,14,0,16,1,57,0,14,56,85,86,23,1036378.54773,1206116.63477
2014-06-30,4,181,1,0,54,8,4,67,13,0,2,3,9,44,0,7,219,0,0,91,212,212,0,2,0,42,8,32,12,0,9,0,53,0,20,52,110,78,31,1160101.98453,1155302.26313
2014-07-31,4,150,0,0,60,10,3,74,10,1,1,3,8,31,0,7,205,1,1,97,222,231,0,11,0,54,11,22,6,0,17,1,49,0,14,55,98,108,29,1106839.86436,1171119.08087
2014-08-31,4,157,0,2,61,3,4,76,14,1,0,4,8,37,1,4,268,2,0,109,237,271,0,10,0,47,0,23,10,1,16,3,64,0,26,62,99,95,26,1001134.49556,1179000.27278
2014-09-30,1,175,1,0,49,5,9,71,7,1,0,2,15,34,0,9,223,3,1,54,200,230,0,11,0,44,4,21,13,0,12,0,65,0,22,57,74,108,27,1113420.3125,1172647.84563
2014-10-31,3,189,1,1,62,9,6,66,17,1,0,2,8,36,0,6,252,4,6,60,227,257,0,8,0,51,4,22,19,0,22,2,75,0,19,63,94,90,22,1113689.90577,1205410.12717
2014-11-30,3,162,1,2,52,6,5,58,14,1,0,1,4,36,0,9,263,1,3,41,233,272,0,2,0,40,0,18,24,0,11,1,50,0,23,63,85,93,23,1071775.19121,1252959.07806
2014-12-31,7,141,0,2,48,11,4,40,9,0,0,2,10,26,0,4,229,2,0,37,179,196,0,8,0,39,1,11,19,0,15,0,49,0,11,50,95,72,24,1025500.80536,1321887.43774
