,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,averageListingPrice,alp_allsf
2010-07-31,61,3184,15,15,1381,199,112,2353,170,31,15,19,233,696,3,73,6015,74,37,1089,3575,5170,0,228,146,788,77,494,185,9,165,20,1564,0,272,2084,1025,1467,332,802602.010108,802602.010108
2010-10-31,62,3274,13,15,1181,228,123,2289,199,39,13,30,242,716,0,107,6611,74,43,1267,3899,5294,1,378,147,856,71,511,183,5,174,18,1779,1,309,2059,1143,1682,309,793002.571043,793002.571043
2011-01-31,48,3009,14,14,1211,166,121,1962,174,39,9,14,217,652,3,114,6417,64,39,1177,3651,4998,1,433,174,887,71,458,163,6,189,19,1573,1,248,1868,1110,1573,324,795419.785194,795419.785194
2011-04-30,53,2956,12,9,1066,196,110,1900,151,49,17,15,202,705,3,102,6225,79,27,1213,3617,4968,1,352,157,751,75,485,187,8,175,23,1513,0,217,1957,1136,1593,307,804802.0789,804802.0789
2011-07-31,47,3033,12,13,1174,204,132,1747,143,36,6,11,221,650,8,100,6353,83,29,1242,4090,4939,1,341,162,857,83,463,177,4,182,19,1624,0,296,1770,999,1606,333,815605.092774,815605.092774
2011-10-31,49,3238,6,12,1354,181,120,1607,193,29,12,20,208,707,4,103,6552,49,32,1242,4093,4864,0,164,193,888,89,443,203,9,212,16,1587,0,287,1682,1337,1619,373,814359.708864,814359.708864
2012-01-31,58,3063,14,18,1422,174,112,1555,170,62,10,14,179,688,1,108,6867,57,30,1046,3803,4747,1,158,178,896,82,410,198,11,214,23,1444,0,292,1776,1379,1523,339,868890.556227,868890.556227
2012-04-30,46,3017,13,15,1476,191,102,1778,154,31,3,18,183,674,5,86,6556,61,26,1104,4118,4914,0,155,167,845,92,453,180,9,202,22,1496,0,344,1905,1398,1486,320,868506.099666,868506.099666
2012-07-31,63,2968,15,15,1541,174,103,1499,140,55,15,13,249,638,7,59,7633,60,61,1007,4281,4377,1,182,154,931,77,444,189,7,228,17,1447,0,327,1895,1552,1577,387,937473.810677,937473.810677
2012-10-31,60,3181,13,16,1623,178,98,1540,186,33,10,27,296,671,5,57,8977,55,35,1126,4392,4634,1,151,192,1096,89,507,218,6,253,21,1499,1,342,2157,1672,1609,405,886575.068204,886575.068204
2013-01-31,76,2948,10,8,1641,152,107,1620,159,45,6,23,249,722,4,75,8542,42,21,1180,4573,4619,0,196,236,1162,64,465,190,3,277,25,1335,1,254,1812,1656,1669,350,959195.474239,959195.474239
2013-04-30,56,3113,8,19,1499,141,111,1811,193,45,8,17,188,648,5,112,8453,47,13,1132,5048,4830,0,221,181,972,74,518,197,4,269,23,1432,1,342,1793,1365,1860,379,965639.280162,965639.280162
2013-07-31,64,3217,6,19,1526,112,126,1735,279,40,4,18,277,649,4,133,8739,61,15,1031,5549,4882,3,189,169,1166,34,537,194,2,293,14,1444,1,286,1674,1513,1877,404,962980.444724,962980.444724
2013-10-31,57,3302,2,18,1627,103,117,1698,298,37,9,16,249,721,6,154,10452,69,5,1144,5655,5187,2,106,204,1150,55,504,201,3,367,16,1485,1,242,1775,1850,1920,379,1112618.74008,1112618.74008
2014-01-31,66,2968,6,13,1655,90,82,1486,196,52,8,28,251,794,4,154,8777,48,9,1156,4822,4623,0,181,121,801,43,421,189,10,279,18,1325,1,271,1690,1507,1699,395,1105243.54405,1105243.54405
2014-04-30,53,2924,9,19,1554,91,105,1599,186,30,10,28,191,749,0,120,8592,61,6,1193,4803,5452,0,123,0,737,67,497,218,6,289,21,1287,1,285,1768,1620,1707,405,1120486.30116,1120486.30116
2014-07-31,60,3202,10,11,1427,82,80,1367,134,37,8,19,150,677,1,142,8761,37,3,1346,4821,5174,1,118,0,902,69,458,202,5,258,11,1291,0,277,1716,1974,1730,408,1179712.96538,1179712.96538
2014-10-31,58,3322,10,14,1489,81,119,1311,155,42,9,22,185,787,4,129,10547,40,16,1196,5007,5304,1,59,0,928,53,488,194,6,282,23,1410,0,282,1873,1847,1677,398,1185171.78886,1185171.78886
2015-01-31,91,3047,6,13,1476,101,88,975,134,35,6,13,194,751,4,119,10872,40,10,992,4723,4832,0,124,0,930,29,483,226,0,253,16,1226,0,317,1848,1752,1593,374,1296512.53442,1296512.53442
2015-04-30,82,3273,6,20,1480,80,105,1028,155,43,7,16,183,828,11,107,10571,43,6,1239,4880,5102,1,104,0,984,45,553,213,9,251,13,1339,1,266,1775,1903,1688,426,1269228.13413,1269228.13413
2015-07-31,84,3327,8,14,1551,151,103,890,125,47,5,18,188,863,4,86,11452,36,10,1153,4773,4959,2,61,0,890,42,485,233,4,230,23,1372,0,369,2106,2170,1625,386,1406874.50412,1406874.50412
2015-10-31,60,3434,12,23,1408,139,131,1146,160,34,14,20,164,689,7,66,10329,49,7,1140,4839,5044,1,70,0,979,33,523,220,2,252,24,1399,0,367,2058,1962,1735,443,1358854.45863,1358854.45863
