,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,averageListingPrice,alp_allsf
2010-06-30,0,96,2,0,62,3,1,30,10,0,3,0,10,32,0,3,254,1,0,16,132,128,0,3,3,19,2,16,10,0,4,0,39,0,6,64,19,20,6,1110617.88294,806837.918539
2010-07-31,0,107,1,1,42,5,1,24,6,3,0,0,6,45,0,7,305,3,1,21,134,124,0,1,2,30,0,12,6,0,4,1,53,0,1,54,23,42,2,1071819.525,801830.715747
2010-08-31,4,89,0,0,48,8,1,28,3,1,1,1,6,27,0,3,321,0,0,14,160,130,0,21,2,14,0,17,2,1,6,0,45,0,10,51,21,36,5,1007316.83333,792779.730019
2010-09-30,0,106,1,0,46,7,3,22,4,2,1,0,13,23,0,2,304,8,1,10,146,128,0,8,4,26,0,12,1,0,6,1,52,0,17,57,22,42,6,1068664.81548,805746.692038
2010-10-31,2,96,0,0,44,8,0,24,9,4,1,1,4,28,0,2,336,4,1,26,176,115,0,2,5,23,1,11,5,0,4,0,55,0,12,58,25,38,6,1151643.89524,782985.547067
2010-11-30,1,85,0,2,39,3,4,14,4,3,1,1,3,26,0,3,331,5,0,18,142,104,0,0,5,22,0,3,4,0,4,0,41,0,7,57,30,34,6,1219111.875,790017.730969
2010-12-31,0,99,2,0,46,7,2,7,2,2,0,0,7,31,0,4,336,1,0,20,156,83,0,2,2,23,0,8,3,0,8,2,49,1,11,67,23,23,4,1241428.75833,808427.865972
2011-01-31,3,100,2,0,57,7,2,30,4,2,0,0,11,27,0,5,309,1,0,11,141,147,0,1,6,34,0,17,3,0,12,0,50,0,3,72,49,32,2,1192531.77619,789334.96395
2011-02-28,0,97,1,0,30,3,1,16,6,4,0,0,9,20,0,4,301,2,0,13,138,96,1,1,3,16,0,11,2,0,3,2,43,0,4,71,33,31,2,1178029.09488,803504.345468
2011-03-31,0,87,0,1,46,0,5,16,8,1,0,0,15,30,0,6,289,0,0,25,129,124,0,2,1,31,1,16,10,0,9,2,53,0,10,59,36,31,5,1089293.67857,814978.741483
2011-04-30,2,91,1,0,47,13,1,14,1,5,1,0,8,19,0,3,274,2,0,22,134,137,0,5,4,30,0,11,11,0,5,0,59,0,8,60,36,32,7,1076685.56,797698.935579
2011-05-31,0,90,0,1,55,6,4,13,5,3,0,0,7,32,0,4,310,0,0,9,177,137,0,4,4,27,0,15,5,0,3,2,42,0,14,47,25,30,6,1137940.81548,811292.044726
2011-06-30,1,82,1,0,49,5,1,9,6,1,2,1,10,26,0,3,314,0,0,14,151,115,0,8,4,24,0,8,3,0,10,0,39,0,12,60,30,36,9,1143510.90476,822718.526942
2011-07-31,3,100,1,1,29,2,7,12,5,1,0,0,7,24,0,5,320,1,0,17,179,121,0,0,3,29,0,11,5,0,2,0,49,0,10,60,28,40,1,1224796.74597,813364.783879
2011-08-31,3,75,0,0,47,3,5,4,4,1,0,0,14,28,0,6,309,1,0,31,159,120,0,0,7,28,0,10,3,0,7,0,42,0,10,59,43,37,5,1127522.95219,794729.656331
2011-09-30,0,105,0,0,59,4,1,20,4,3,0,1,13,30,0,1,260,3,0,28,171,143,0,0,5,16,0,15,1,1,8,1,54,0,13,39,38,40,3,1198866.49384,807164.571172
2011-10-31,1,102,0,0,40,10,2,23,8,1,1,0,9,27,0,0,283,2,1,17,182,135,0,1,8,32,0,6,5,0,5,1,48,0,8,62,21,33,10,1222442.71302,835819.861045
2011-11-30,0,102,1,0,46,3,3,12,8,4,1,0,11,32,0,3,301,0,1,14,137,120,0,0,4,18,0,8,7,0,6,0,41,0,15,62,31,39,10,1289945.50833,859091.258315
2011-12-31,4,95,1,0,47,5,4,19,5,2,0,0,11,41,0,1,301,1,1,19,147,134,0,0,3,22,4,9,7,1,9,1,53,0,12,73,33,36,12,1288264.46,870910.491839
2012-01-31,1,102,0,0,49,10,2,26,10,7,1,1,8,25,0,4,267,1,2,19,148,114,0,4,1,41,2,11,10,0,13,2,55,0,20,48,27,45,11,1271810.44643,876164.934623
2012-02-29,1,88,1,0,46,5,3,23,6,1,0,0,9,28,0,7,253,3,1,18,132,135,0,0,1,20,0,7,5,0,12,2,61,0,12,49,35,41,4,1269385.86429,873731.63206
2012-03-31,1,114,0,0,42,2,1,24,8,2,1,0,6,35,1,0,285,1,0,18,168,130,0,2,5,36,1,14,6,0,8,0,65,0,16,64,34,47,5,1390424.93,889956.812619
2012-04-30,0,84,1,1,38,6,4,23,7,1,0,0,8,32,0,0,329,0,0,22,149,132,0,1,3,36,1,14,5,0,5,2,62,0,25,56,37,42,5,1251804.05,836467.176081
2012-05-31,0,103,2,1,52,3,3,14,6,2,1,0,9,24,0,2,308,0,3,21,168,158,0,0,3,34,1,10,3,0,8,0,46,0,9,49,49,36,8,1307278.65893,926146.652778
2012-06-30,2,84,1,0,52,4,0,23,8,3,0,0,10,34,1,3,390,1,1,37,169,105,0,0,1,24,0,12,3,0,7,0,54,0,11,60,50,34,12,1427223.4873,939744.493942
2012-07-31,2,81,1,0,63,7,1,16,8,5,0,0,14,31,0,0,415,0,1,27,170,118,0,0,3,21,0,9,3,0,8,3,57,0,12,94,57,37,6,1390402.31346,945962.614494
2012-08-31,1,90,0,0,76,3,1,20,3,2,2,0,15,26,0,1,340,0,1,19,159,126,0,6,7,30,1,9,4,0,14,0,42,0,15,83,35,40,12,1262865.31629,908610.162801
2012-09-30,2,91,0,0,53,5,5,18,7,2,1,1,9,30,0,0,404,0,0,21,146,120,0,0,5,28,1,16,6,0,10,0,59,0,13,89,48,36,11,1309668.56667,882091.20914
2012-10-31,1,87,0,0,72,6,1,8,4,2,1,1,23,44,0,1,441,0,2,19,169,115,0,2,3,42,0,11,3,0,15,0,50,0,8,72,37,30,6,1117486.65476,870144.797439
2012-11-30,2,85,1,0,61,1,0,16,9,1,0,0,10,27,0,0,395,0,0,25,129,111,0,1,8,41,0,5,7,0,9,3,30,0,14,65,41,29,5,1217606.33929,952160.831581
2012-12-31,3,105,0,0,71,3,4,17,7,1,0,0,9,32,0,5,396,0,0,20,164,129,0,0,9,31,0,9,6,0,8,1,44,1,9,76,40,28,7,1221373.29556,968538.823472
2013-01-31,0,103,1,1,50,6,3,15,2,1,1,1,4,33,0,3,404,0,0,27,170,142,0,0,6,35,0,11,5,0,10,1,57,0,9,78,34,34,5,998748.66875,954550.930357
2013-02-28,4,74,0,0,44,5,2,17,4,4,0,0,3,33,0,2,320,0,0,11,156,98,0,1,7,35,0,11,6,0,6,0,49,0,13,57,43,35,4,1154111.7875,974533.54494
2013-03-31,1,105,0,0,57,4,0,9,4,2,0,0,5,35,0,5,358,0,1,16,154,103,0,5,3,23,0,10,7,0,3,0,47,0,10,65,40,35,2,1268608.33203,1001299.02455
2013-04-30,1,81,1,1,65,3,0,17,7,4,1,0,4,16,0,1,349,1,0,21,165,113,0,4,2,22,0,10,3,0,14,1,42,0,15,75,38,29,6,1245658.1875,912170.334903
2013-05-31,1,95,0,0,56,2,3,18,5,1,0,1,11,41,0,3,328,2,0,21,164,117,0,5,2,24,0,12,7,0,10,0,32,0,12,31,48,41,4,1278614.9743,966880.992459
2013-06-30,2,90,0,2,48,4,3,11,9,3,0,1,10,23,1,3,371,9,0,20,176,99,0,2,3,39,1,15,4,1,18,0,40,0,6,67,32,35,6,1061054.42,903603.869709
2013-07-31,3,78,1,0,72,8,3,23,11,2,0,0,17,34,0,6,510,0,0,16,184,125,0,1,4,34,0,9,5,0,19,1,47,0,14,95,33,53,7,1251773.80486,1033300.61576
2013-08-31,2,101,0,1,60,5,2,22,3,1,0,0,10,36,1,5,515,0,0,23,175,134,0,2,10,50,1,4,10,0,13,0,38,0,11,65,39,31,5,1404963.8442,1077455.6965
2013-09-30,1,100,0,1,71,5,7,20,8,2,0,0,8,29,2,1,497,1,1,26,195,157,0,1,3,30,1,11,5,0,24,0,47,0,12,77,32,45,3,1395939.69375,1128529.52338
2013-10-31,1,107,0,0,66,7,2,34,6,0,1,0,8,35,0,7,488,0,0,18,225,139,0,4,3,31,2,8,7,0,16,1,38,0,20,57,36,46,6,1479131.02604,1140661.76127
2013-11-30,2,107,0,0,61,6,1,32,3,2,0,3,9,48,0,3,402,1,0,29,192,121,0,2,3,19,0,7,7,0,10,0,43,0,9,55,34,40,20,1521257.45312,1126647.07749
2013-12-31,1,79,0,0,70,3,2,19,4,2,0,0,9,49,0,7,351,2,0,20,147,100,0,10,4,28,1,10,4,0,14,1,28,0,12,50,32,45,8,1400870.44063,1116478.12714
2014-01-31,3,83,0,0,84,2,1,31,4,3,2,0,14,85,0,12,421,0,0,27,175,139,0,6,0,31,2,7,10,0,13,1,43,0,22,54,38,47,5,1240691.0768,1067722.65179
2014-02-28,1,96,1,0,84,3,2,17,7,2,0,0,4,63,0,2,385,1,1,15,161,159,0,8,0,26,1,17,9,0,14,1,28,0,15,77,30,32,7,1434135.02976,1059731.369
2014-03-31,0,79,0,1,98,5,6,47,10,2,3,0,10,40,0,2,410,0,0,19,214,160,0,10,0,30,0,12,9,0,15,3,43,0,16,66,62,36,7,1281211.12384,1133453.71586
2014-04-30,3,99,1,0,85,2,4,37,4,1,0,0,7,41,0,1,394,1,1,21,181,177,0,5,0,32,1,10,2,0,15,0,31,0,22,70,57,56,5,1547588.53968,1165031.96494
2014-05-31,1,98,1,0,92,2,2,34,7,2,1,0,7,30,0,6,408,0,0,22,195,136,0,4,0,41,0,7,7,1,11,1,40,0,21,59,58,37,10,1678139.01149,1206116.63477
2014-06-30,0,97,0,0,50,1,1,31,9,4,0,1,5,35,0,0,498,0,0,36,197,168,0,56,0,41,1,14,2,0,13,0,38,0,12,53,42,34,7,1647977.12055,1155302.26313
2014-07-31,1,109,0,1,66,4,1,24,10,2,0,0,4,30,0,8,548,0,0,31,198,123,0,9,0,29,0,7,10,0,10,0,46,0,19,77,65,63,6,1822207.54539,1171119.08087
2014-08-31,0,105,0,1,67,2,3,36,5,2,0,0,6,46,0,7,552,2,1,19,224,178,0,2,0,33,0,8,6,1,24,0,48,0,21,95,39,65,6,1728815.60635,1179000.27278
2014-09-30,2,96,2,0,56,2,2,32,8,5,1,0,8,43,0,4,476,1,1,24,207,158,0,4,0,42,1,15,5,0,12,0,45,0,11,60,32,51,7,1614483.3631,1172647.84563
2014-10-31,1,119,0,0,130,5,0,33,8,1,0,1,13,57,1,2,565,1,0,42,200,137,0,13,0,46,1,11,12,0,29,1,57,0,12,84,49,43,15,1618734.88826,1205410.12717
2014-11-30,4,107,1,1,50,4,0,16,6,2,0,0,7,39,1,4,514,0,0,32,179,130,0,40,0,30,0,10,14,0,12,1,41,0,10,82,46,41,9,1735989.77495,1252959.07806
