,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG-NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY-COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY-THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY-OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,ALL,averageListingPrice,alp_allsf
2014-09-30,1,177,1,1,61,5,6,83,12,4,0,0,16,56,0,6,910,4,1,69,347,264,0,0,0,60,1,21,10,0,22,0,82,0,13,108,38,119,20,2518,1387393.0,1172647.84563
2014-10-31,3,192,1,1,84,3,4,44,8,3,0,0,14,58,0,8,966,0,1,75,378,269,0,0,0,54,2,22,15,0,12,1,79,0,16,120,48,109,24,2614,1497785.64583,1205410.12717
2014-11-30,2,134,0,0,77,2,2,55,4,3,0,1,19,40,0,4,1034,1,1,62,287,224,0,17,0,46,2,15,7,0,15,1,61,0,12,120,47,100,18,2413,1555594.66,1252959.07806
2014-12-31,1,150,0,1,89,5,7,42,6,5,0,1,8,35,0,2,1035,1,2,41,334,266,0,2,0,68,2,18,15,0,23,0,59,0,17,130,47,98,18,2528,1628505.30417,1321887.43774
2015-01-31,1,182,1,0,78,12,4,51,11,4,0,1,22,43,0,9,985,0,2,67,311,287,0,27,0,68,1,25,13,0,13,2,90,0,29,142,56,116,17,2670,1730067.6,1322317.90743
2015-02-28,5,145,0,2,65,3,5,53,7,4,0,1,9,45,0,6,887,0,1,66,302,245,0,16,0,55,1,25,4,0,19,0,59,0,13,101,34,91,22,2291,1816285.47083,1273868.82468
2015-03-31,4,183,1,1,70,4,7,55,10,5,1,1,19,47,0,6,981,2,0,69,319,262,0,15,0,67,2,15,14,0,22,0,86,0,19,106,49,98,30,2570,1669866.83333,1286734.6333
2015-04-30,6,170,0,0,48,3,3,58,9,1,1,1,5,54,0,3,888,0,0,80,252,233,0,9,0,60,3,20,15,0,11,0,91,0,11,117,79,84,22,2337,1513086.60417,1247080.94442
2015-05-31,4,162,0,0,61,13,6,39,8,1,0,0,13,59,0,4,966,3,0,53,286,293,0,2,0,51,1,11,15,0,11,1,68,0,32,127,88,87,12,2477,1844135.75,1359306.47085
2015-06-30,5,180,1,1,85,21,7,54,6,4,1,1,17,59,0,2,952,3,1,41,315,299,0,13,0,60,1,20,11,0,14,2,73,0,34,113,86,95,20,2597,1882437.89583,1489680.95948
2015-07-31,0,156,0,2,85,10,6,41,5,4,0,1,17,48,0,2,944,0,0,70,295,232,0,11,0,55,2,15,14,0,23,0,80,0,23,112,59,109,20,2441,1955634.91667,1383528.09035
2015-08-31,2,190,2,2,83,14,4,76,13,4,0,0,6,55,0,2,1050,5,0,69,327,327,0,1,0,49,2,26,6,0,23,0,80,0,37,147,79,148,32,2861,1816652.88333,1445890.56134
2015-09-30,3,210,1,1,71,15,7,71,13,4,0,1,11,34,0,2,988,0,0,61,305,257,0,0,0,59,2,23,14,0,23,1,91,0,31,163,63,114,22,2661,1677875.60417,1322241.18439
2015-10-31,3,195,0,0,81,8,2,49,6,4,2,0,25,41,0,7,818,2,0,67,282,259,0,2,0,53,5,14,9,1,16,1,80,0,23,117,80,134,18,2404,1607832.45833,1286672.60448
